YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking(%);PropertyGFABuilding(s)(%);LargestPropertyUseType(%);SecondLargestPropertyUseType(%);ThirdLargestPropertyUseType(%);SiteEnergyUse(kBtu);SiteEnergyUse_log;TotalGHGEmissions_log;SteamUse(%);Electricity(%);NaturalGas(%);TotalGHGEmissions;Education;Food Sales;Healthcare;Industrial;Office;Parking;Recreation;Religious;Residential;Retail;Sans;Services;Warehouse;Public_Services
1985;1.0;19;385274;0.0;100.0;100.0;0.0;0.0;47859812.0;17.683786733207448;7.43864820089824;0.0;38.14820877273818;61.85178913782612;1699.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;100.0;0.0;0.0
2001;1.0;6;88592;34.52456203720426;65.47543796279574;65.47543796279574;34.52456203720426;0.0;3663534.5;15.113939222722186;4.510969390589264;0.0;61.85914176596399;38.14084458601386;90.01;0.0;0.0;0.0;0.0;0.0;34.52456203720426;0.0;0.0;65.47543796279574;0.0;0;0.0;0.0;0.0
1928;1.0;7;126593;0.0;100.0;98.74163658338139;0.0;0.0;11343686.0;16.24417193569497;5.963682166095531;0.0;40.969698914444564;59.0302922700787;388.04;98.74163658338139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1930;1.0;2;67224;0.0;100.0;100.0;0.0;0.0;1310236.625;14.08571907185736;2.315501318260592;0.0;99.9999522986926;0.0;9.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0;0.0;0.0;0.0
1991;1.0;8;158676;19.096145604880384;80.90385439511961;71.01010864907106;26.469031233456857;2.8359676321560916;5328051.5;15.488496344757419;5.55129152782092;0.0;10.741393922337275;89.25861546195641;256.57;0.0;0.0;0.0;0.0;0.0;26.469031233456857;0.0;0.0;71.01010864907106;2.8359676321560916;0;0.0;0.0;0.0
2001;1.0;10;171866;22.27374815263054;77.72625184736947;75.00552756217053;0.0;0.0;11061916.0;16.219018866344626;5.797970813310776;0.0;50.720923933973104;49.2790760660269;328.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.00552756217053;0.0;0;0.0;0.0;0.0
1978;1.0;5;68410;23.68074842859231;76.31925157140769;70.15640988159626;0.0;0.0;4456714.5;15.309922617717225;4.863217453310182;0.0;52.64750524180985;47.35248353916321;128.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.15640988159626;0.0;0;0.0;0.0;0.0
1906;1.0;3;87262;0.0;100.0;46.91962137012675;20.802869519378422;4.935710847791707;4145920.5;15.23763563788641;5.06745661408942;0.0;32.63070288009623;67.36928505985583;157.77;20.802869519378422;0.0;0.0;0.0;46.91962137012675;0.0;4.935710847791707;0.0;0.0;0.0;0;0.0;0.0;0.0
1994;1.0;4;81871;0.0;100.0;100.0;0.0;0.0;6668568.5;15.71291592712419;5.375278407684165;0.0;45.233081132779844;54.76691136935911;215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1955;1.0;2;110356;0.0;100.0;23.76400014498532;0.0;0.0;318364.8125;12.670956354385986;1.5953389880545987;0.0;88.34676099765265;11.65329789704696;3.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;23.76400014498532;0.0
1961;3.0;2;714095;0.0;100.0;86.2630322296053;38.65031963534264;9.94265468880191;44731160.0;17.616180930806593;5.74569187773341;0.0;99.99998435095357;0.0;311.84;0.0;0.0;0.0;0.0;9.94265468880191;0.0;0.0;0.0;0.0;0.0;0;0.0;124.91335186494794;0.0
1961;1.0;2;94900;0.0;100.0;58.57323498419389;41.42676501580611;0.0;6186461.5;15.637873995032086;4.8794630213208565;0.0;69.37059254308784;30.629399374747585;130.56;0.0;0.0;0.0;0.0;58.57323498419389;0.0;0.0;0.0;0.0;0.0;0;0.0;41.42676501580611;0.0
1900;1.0;2;52554;0.0;100.0;97.09822278037828;14.935114358564524;0.0;2951331.25;14.897767236540313;4.441002839774179;0.0;53.526658520625226;46.47333300862111;83.86;14.935114358564524;0.0;0.0;0.0;97.09822278037828;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1954;1.0;3;175015;0.0;100.0;100.0;0.0;0.0;6994740.5;15.760669210431033;5.516850305304563;0.0;38.31077078556381;61.689222066208174;247.85;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1911;1.0;3;70586;0.0;100.0;54.45697447085824;39.94701498880798;5.46708979117672;2158629.0;14.584984319173593;3.8379458020318302;0.0;69.499158956912;30.500841043087995;45.43;39.94701498880798;0.0;0.0;0.0;5.46708979117672;0.0;0.0;0.0;0.0;0.0;0;0.0;54.45697447085824;0.0
1969;1.0;24;332210;61.99993979711628;38.000060202883716;104.94265675325849;0.0;0.0;16163194.0;16.598247301911137;5.691473698188603;0.0;75.50739043285628;24.49260338024774;295.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.94265675325849;0.0;0;0.0;0.0;0.0
1973;1.0;5;168115;0.0;100.0;61.482913481842786;39.06611545668144;0.2932516432204146;9536161.0;16.070601656398004;4.211831257677767;0.0;99.99998951359986;0.0;66.48;0.0;0.0;0.0;0.0;61.482913481842786;0.0;0.0;0.0;0.0;39.06611545668144;0;0.0;0.2932516432204146;0.0
1920;1.0;2;57428;0.0;100.0;90.10761301107473;9.892386988925264;0.0;1247362.0;14.036542280937914;3.5339784928959737;0.0;57.31607985492584;42.68392014507417;33.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;100.0;0.0;0.0
1910;1.0;8;59400;0.0;100.0;58.833333333333336;8.405723905723905;0.0;5071974.0;15.439240846064969;3.5934692693092782;0.0;99.9999802838106;0.0;35.36;0.0;0.0;0.0;0.0;58.833333333333336;0.0;0.0;0.0;0.0;8.405723905723905;0;0.0;0.0;0.0
1926;1.0;2;52549;0.0;100.0;44.720165940360424;44.720165940360424;10.388399398656492;15026196.0;16.525305702433577;6.372141621406648;0.0;30.82921985045317;69.17078014954683;584.31;0.0;44.720165940360424;0.0;0.0;10.388399398656492;0.0;44.720165940360424;0.0;0.0;0.0;0;0.0;0.0;0.0
1930;1.0;20;98634;10.182087312691364;89.81791268730863;84.74866678832856;10.182087312691364;5.069245898980068;4841347.5;15.392703855589147;4.0975062255596795;0.0;88.61291200435416;11.387077667942656;59.19;0.0;5.069245898980068;0.0;0.0;0.0;10.182087312691364;0.0;0.0;84.74866678832856;0.0;0;0.0;0.0;0.0
1982;1.0;34;994212;14.754800786954894;85.24519921304511;100.0;11.835302732214055;0.0;80469216.0;18.20338527174069;7.804895810683244;14.41381757714652;56.59994127443717;28.98622996401506;2451.58;0.0;0.0;0.0;0.0;0.0;11.835302732214055;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1985;1.0;7;71150;0.0;100.0;58.102600140548134;19.297259311314125;13.498243148278286;5348309.0;15.492291181118645;4.908085639080461;0.0;60.6528156843593;39.347165618142114;134.38;0.0;0.0;0.0;0.0;0.0;19.297259311314125;0.0;0.0;58.102600140548134;13.498243148278286;0;0.0;0.0;0.0
1908;1.0;7;122810;0.0;100.0;71.94853839263904;21.53733409331488;6.514127514046088;5401277.5;15.502146242770712;5.430134791168223;0.0;23.949167581187968;76.05082316174276;227.18;0.0;0.0;0.0;0.0;0.0;0.0;21.53733409331488;0.0;71.94853839263904;6.514127514046088;0;0.0;0.0;0.0
1959;1.0;5;113173;37.59377236620042;62.40622763379958;62.40622763379958;37.59377236620042;0.0;5284343.5;15.480259139319724;4.982167230116731;0.0;55.72461366298387;44.27537687510284;144.79;0.0;0.0;0.0;0.0;0.0;37.59377236620042;0.0;0.0;62.40622763379958;0.0;0;0.0;0.0;0.0
2000;1.0;7;150453;23.086944095498264;76.91305590450173;71.48212398556359;1.9939781858786465;0.0;6715187.0;15.719882384569159;5.30305612089521;0.0;50.573558115358516;49.426441884641484;199.95;0.0;1.9939781858786465;0.0;0.0;0.0;0.0;0.0;0.0;71.48212398556359;0.0;0;0.0;0.0;0.0
1997;1.0;6;116300;24.247635425623386;75.75236457437661;76.08770421324161;24.333619948409286;0.0;5827595.5;15.578115209171504;5.096139981042732;0.0;54.713080206064404;45.28691121406762;162.39;0.0;0.0;0.0;0.0;0.0;24.333619948409286;0.0;0.0;76.08770421324161;0.0;0;0.0;0.0;0.0
1998;1.0;6;155602;23.614092363851363;76.38590763614863;100.0;0.0;0.0;6836900.0;15.737845116755992;5.035392945221982;0.0;66.68134680922641;33.31863856426158;152.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1911;1.0;3;56072;0.0;100.0;100.0;0.0;0.0;3234787.75;14.989474182393874;4.9927428412546675;0.0;17.060377454440403;82.93959936011258;146.34;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1999;1.0;4;122942;36.51396593515642;63.48603406484359;63.48603406484359;36.51396593515642;0.0;5337334.0;15.490237022692243;5.151208501509824;0.0;45.4108736683895;54.5891263316105;171.64;0.0;0.0;0.0;0.0;0.0;36.51396593515642;0.0;0.0;63.48603406484359;0.0;0;0.0;0.0;0.0
1962;1.0;2;54984;0.0;100.0;100.0;0.0;0.0;3375211.0;15.031968695130814;4.488411625377895;0.0;58.61055797696796;41.38944202303204;87.98;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1922;1.0;5;217603;0.0;100.0;136.17137631374567;0.0;0.0;42792072.0;17.57186343311811;7.454783604745361;0.0;27.633090540696415;72.36690945930359;1727.11;0.0;0.0;136.17137631374567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1970;1.0;2;93397;0.0;100.0;100.0;0.0;0.0;16402563.0;16.61294822203779;6.413622878157807;0.0;34.62567404862277;65.37431985476904;609.1;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2008;1.0;6;84103;24.650725895627982;75.34927410437203;75.34927410437203;24.650725895627982;0.0;3706100.25;15.125491006015494;4.22038966907276;0.0;75.89346780352204;24.106525450842835;67.06;0.0;0.0;0.0;0.0;0.0;24.650725895627982;0.0;0.0;75.34927410437203;0.0;0;0.0;0.0;0.0
1965;0.0;3;179014;0.0;100.0;100.0;0.0;0.0;16701055.0;16.630982508920763;6.068055149269695;0.0;59.19676331824546;40.80323069410884;430.84;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1908;1.0;7;76631;0.0;100.0;100.0;0.0;0.0;7258758.5;15.797719504432823;5.575001684790276;0.0;36.65560715375777;63.34438595801196;262.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1983;1.0;6;99780;9.36159551012227;90.63840448987773;40.26257767087593;20.914010823812387;17.057526558428542;15473117.0;16.554614753630283;6.179954539922313;34.43263887941906;65.56735142634803;0.0;481.97;0.0;0.0;0.0;0.0;57.32010422930447;20.914010823812387;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1929;1.0;2;58320;0.0;100.0;123.58024691358025;0.0;0.0;1049748.625;13.864062241318464;3.6903783302376723;0.0;34.465679819299595;65.5342606426372;39.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;123.58024691358025;0;0.0;0.0;0.0
2010;1.0;5;316306;0.0;100.0;82.7761724406113;47.65195728187261;4.786188058399145;13795954.0;16.43988599121853;4.940570419647969;0.0;93.29612870556106;6.703856797434958;138.85;0.0;0.0;0.0;0.0;82.7761724406113;47.65195728187261;0.0;0.0;0.0;0.0;0;4.786188058399145;0.0;0.0
1990;1.0;7;282863;15.826035925518713;84.17396407448129;83.35766784627187;18.219774236998123;0.0;19459304.0;16.783835919798648;6.268812152435704;0.0;56.42880135897974;43.57119350209031;526.85;0.0;0.0;0.0;0.0;0.0;18.219774236998123;0.0;0.0;83.35766784627187;0.0;0;0.0;0.0;0.0
1962;1.0;1;389000;0.0;100.0;94.60154241645245;0.0;0.0;23658978.0;16.979253262582553;6.410848996804957;25.754071033837555;60.94576866338013;2.910861153850348;607.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;94.60154241645245;0.0;0.0
1962;1.0;1;91213;0.0;100.0;71.26177189654983;0.0;0.0;8141155.5;15.912442804053937;5.844123959209273;50.608663598183334;46.11280302900491;0.0;344.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;71.26177189654983;0.0;0.0
1938;1.0;5;396085;0.0;100.0;70.31319035055607;0.0;0.0;20955026.0;16.857889127815785;6.691090693765636;46.59354753365613;34.60900024652797;0.0;804.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;70.31319035055607;0.0;0.0
2010;1.0;12;571329;0.0;100.0;104.8084378702989;54.381801028829265;4.586324166986097;39605888.0;17.49448837728937;6.427329527607229;0.0;81.31669462883903;18.68329527165254;617.52;0.0;0.0;0.0;0.0;104.8084378702989;54.381801028829265;0.0;0.0;0.0;0.0;0;4.586324166986097;0.0;0.0
1962;1.0;2;52000;0.0;100.0;100.0;0.0;0.0;2726369.0;14.818481612035468;4.6330771392411;44.1018805598215;47.43851620965467;0.0;101.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;100.0;0.0;0.0
1928;1.0;1;60696;0.0;100.0;177.93594306049823;0.0;0.0;875943.3125;13.683057797692378;1.9615022438151495;0.0;99.99996432417537;0.0;6.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;177.93594306049823;0.0;0.0
1928;1.0;2;262048;0.0;100.0;112.9564049334473;0.0;0.0;20723248.0;16.84676676808224;6.197929785369379;24.789646873887722;65.20544462914307;0.0;490.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;112.9564049334473;0.0;0.0
1986;0.0;2;66240;3.5507246376811596;96.44927536231884;69.29347826086956;7.821557971014492;6.870471014492753;4166306.25;15.242540649883813;3.402529826895934;0.0;99.99996999740478;0.0;29.04;0.0;0.0;0.0;0.0;69.29347826086956;0.0;0.0;0.0;0.0;0.0;0;0.0;14.692028985507246;0.0
2010;1.0;6;920598;32.99018681335393;67.00981318664607;79.25109548358785;20.097154241047665;0.6517502753644914;36667044.0;17.417388953217166;6.514846015317764;0.0;75.2644827327777;24.73550908548832;674.09;0.0;0.0;0.0;0.0;79.25109548358785;20.097154241047665;0.0;0.0;0.0;0.0;0;0.6517502753644914;0.0;0.0
1970;1.0;4;76213;34.02306693083857;65.97693306916142;63.69779433954837;28.150053140540326;3.156941729101334;3476212.5;15.061454184654979;3.907211448430924;0.0;84.70978111953742;15.290204496992057;48.76;0.0;0.0;0.0;0.0;63.69779433954837;28.150053140540326;0.0;0.0;0.0;0.0;0;3.156941729101334;0.0;0.0
2002;1.0;6;96910;38.11164998452172;61.88835001547828;61.88835001547828;38.11164998452172;0.0;5155568.5;15.455588144597986;5.031352535684977;0.0;51.14879183546878;48.85121786278274;152.14;0.0;0.0;0.0;0.0;0.0;38.11164998452172;0.0;0.0;61.88835001547828;0.0;0;0.0;0.0;0.0
1962;2.0;4;50017;0.0;100.0;100.0;0.0;0.0;5448975.0;15.51093825907765;5.258536496536192;0.0;39.05883216568254;60.94116783431747;191.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1923;1.0;3;67743;0.0;100.0;100.0;0.0;0.0;2646879.0;14.788892145840842;4.380149874661021;0.0;50.54201570982278;49.45798429017722;78.85;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1908;1.0;6;194104;0.0;100.0;100.0;0.0;0.0;6219841.5;15.643255142851357;5.498110404253996;0.0;30.352750950325664;69.64725708846439;243.23;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2003;1.0;3;99433;35.955869781662024;64.04413021833798;64.04413021833798;35.955869781662024;0.0;4897760.0;15.40428871987701;3.559340082758951;0.0;100.0;0.0;34.14;0.0;0.0;0.0;0.0;64.04413021833798;35.955869781662024;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1941;1.0;4;56521;0.0;100.0;86.69344137577184;0.0;0.0;6357632.0;15.665166696232612;3.8137484361598055;0.0;99.99998427087317;0.0;44.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;86.69344137577184;0.0;0.0
1929;1.0;2;206934;0.0;100.0;57.576811930373935;0.0;0.0;4253577.5;15.263271186617457;4.9021588177601725;0.0;47.045175502268386;52.954812742920524;133.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;57.576811930373935;0.0;0.0
2001;1.0;4;51390;0.0;100.0;100.0;0.0;0.0;3611538.0;15.09964455525178;4.854293326261249;0.0;38.71727225353852;61.28272774646148;127.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
2002;1.0;3;69138;0.0;100.0;102.12762880037027;0.0;0.0;3242458.0;14.991842550528414;4.500031867864786;0.0;55.602539801594965;44.397429357604636;89.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.12762880037027;0.0;0;0.0;0.0;0.0
1904;1.0;5;190980;0.0;100.0;100.0;9.975390093203476;0.0;6505995.0;15.688234771198152;4.965568190726947;0.0;67.67466006352603;32.325324566034865;142.39;0.0;0.0;0.0;0.0;0.0;9.975390093203476;0.0;0.0;100.0;0.0;0;0.0;0.0;0.0
1998;1.0;6;284100;0.0;100.0;66.78986272439282;0.0;0.0;14641502.0;16.499370725162287;6.064064239522326;29.44462938296904;66.95365680378967;3.6017001534405417;429.12;0.0;0.0;0.0;0.0;0.0;0.0;66.78986272439282;0.0;0.0;0.0;0;0.0;0.0;0.0
1954;4.0;5;285333;0.0;100.0;106.07290429077605;52.17237403314724;0.0;68090728.0;18.03635162381981;7.596643402621699;0.0;51.75037194491444;48.249611900169434;1990.5;0.0;0.0;106.07290429077605;0.0;0.0;52.17237403314724;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2006;1.0;4;61156;0.0;100.0;69.91137419059454;47.77781411472301;0.0;9363374.0;16.052316360384616;5.18037806868335;0.0;74.1962245660592;25.8037754339408;176.75;0.0;0.0;0.0;0.0;47.77781411472301;0.0;0.0;0.0;0.0;0.0;0;69.91137419059454;0.0;0.0
1910;1.0;4;72820;18.978302664103268;81.02169733589673;79.64844822850866;0.0;0.0;2010454.625;14.51387193345191;3.8556642717587617;0.0;65.24240754749687;34.757561365007184;46.26;0.0;0.0;0.0;0.0;0.0;0.0;79.64844822850866;0.0;0.0;0.0;0;0.0;0.0;0.0
1996;1.0;4;162222;8.753436648543355;91.24656335145664;70.0903699868082;20.152630346068968;0.0;7946961.0;15.888300275232263;5.435467204695271;0.0;52.81845475270358;47.18154524729642;228.4;0.0;0.0;0.0;0.0;0.0;20.152630346068968;0.0;0.0;70.0903699868082;0.0;0;0.0;0.0;0.0
1915;1.0;3;63330;0.0;100.0;102.35275540817939;0.0;0.0;3059758.0;14.933846712657042;4.321878461837604;0.0;62.45801138521413;37.54198861478588;74.33;102.35275540817939;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2002;1.0;2;96300;0.0;100.0;95.84631360332295;5.1339563862928355;0.0;16319835.0;16.607891858430136;5.407261453537216;0.0;85.62400293875521;14.375984806218936;222.02;0.0;0.0;0.0;0.0;95.84631360332295;0.0;0.0;0.0;0.0;0.0;0;0.0;5.1339563862928355;0.0
1950;1.0;1;67356;0.0;100.0;101.48910267830631;0.0;0.0;7475577.5;15.82715206555082;5.3234001469155;0.0;55.94217971788802;44.05781359366551;204.08;0.0;0.0;0.0;101.48910267830631;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
1958;1.0;1;54765;0.0;100.0;47.04647128640555;45.649593718615904;0.0;4253369.5;15.263222285419143;4.130515758526928;0.0;83.91786793975929;16.082120304854776;61.21;0.0;0.0;0.0;0.0;47.04647128640555;0.0;0.0;0.0;0.0;0.0;0;45.649593718615904;0.0;0.0
2009;1.0;5;89821;0.0;100.0;51.750704178310194;42.23733870698389;5.097916968192293;1950092.5;14.483387878108376;4.6196646321385435;0.0;3.459425642629773;96.54059999717963;100.46;0.0;5.097916968192293;0.0;0.0;42.23733870698389;0.0;0.0;0.0;51.750704178310194;0.0;0;0.0;0.0;0.0
1980;1.0;2;52611;0.0;100.0;100.0;0.0;0.0;4116871.5;15.230604331120192;4.656433479925633;0.0;60.22225857668864;39.77772927816668;104.26;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0
2001;1.0;4;139600;26.86246418338109;73.13753581661892;97.07736389684814;0.0;0.0;4448582.5;15.308096288862833;4.87052995943538;0.0;52.06822622711841;47.931762533346294;129.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.07736389684814;0.0;0;0.0;0.0;0.0
